"id","state","leaid","leaid_name","name_raw","name_clean","year","charter","salary"
"il08069","il","1721780","Lake Forest Comm H S District 115","DR HARRY D GRIFFITH ","harry griffith",2004,NA,NA
"il08070","il","1721780","Lake Forest Comm H S District 115","DR HARRY D GRIFFITH ","harry griffith",2005,NA,NA
"il08071","il","1721780","Lake Forest Chsd 115","DR HARRY D GRIFFITH","harry griffith",2006,NA,NA
"il08072","il","1721780","Lake Forest Chsd 115","Dr Harry D Griffith","harry griffith",2007,NA,NA
"il08073","il","1721780","Lake Forest Chsd 115","Dr Harry D Griffith","harry griffith",2008,NA,NA
"il08074","il","1721780","Lake Forest Chsd 115","Dr. Harry D Griffith","harry griffith",2009,NA,NA
"il08075","il","1721780","Lake Forest Chsd 115","Dr. Harry D Griffith","harry griffith",2010,NA,NA
"il08076","il","1721780","Lake Forest Chsd 115","Dr. Harry D Griffith","harry griffith",2011,NA,NA
"il08077","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2012,NA,NA
"il08078","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2013,NA,NA
"il08079","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2014,NA,NA
"il08080","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2017,NA,NA
"il08081","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2018,NA,NA
"il08082","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2019,NA,NA
"il08083","il","1721780","Lake Forest Chsd 115","Mr. Michael Simeck","michael simeck",2020,NA,NA
"il08084","il","1721780","Lake Forest Chsd 115","Dr. Matthew Montgomery","matthew montgomery",2021,NA,NA
"il08085","il","1721780","Lake Forest Chsd 115","Dr. Matthew Montgomery","matthew montgomery",2022,NA,NA
"il08086","il","1721780","Lake Forest Chsd 115","Dr. Matthew Montgomery","matthew montgomery",2023,NA,NA
"il08087","il","1721840","Lake Park Comm H S Dist 108","DR JOHN K BUTTS ","john butts",2003,NA,NA
"il08088","il","1721840","Lake Park Comm H S Dist 108","DR JOHN K BUTTS ","john butts",2004,NA,NA
"il08089","il","1721840","Lake Park Comm H S Dist 108","DR JOHN K BUTTS ","john butts",2005,NA,NA
"il08090","il","1721840","Lake Park Chsd 108","DR JOHN K BUTTS","john butts",2006,NA,NA
"il08091","il","1721840","Lake Park Chsd 108","Dr John K Butts","john butts",2007,NA,NA
"il08092","il","1721840","Lake Park Chsd 108","Dr John K Butts","john butts",2008,NA,NA
"il08093","il","1721840","Lake Park Chsd 108","Dr. Lynne Panega","lynn panega",2009,NA,NA
"il08094","il","1721840","Lake Park Chsd 108","Dr. Lynne Panega","lynn panega",2010,NA,NA
"il08095","il","1721840","Lake Park Chsd 108","Dr. Lynne Panega","lynn panega",2011,NA,NA
"il08096","il","1721840","Lake Park Chsd 108","Dr. Lynne Panega","lynn panega",2012,NA,NA
"il08097","il","1721840","Lake Park Chsd 108","Dr. Lynne Panega","lynn panega",2013,NA,NA
"il08098","il","1721840","Lake Park Chsd 108","Dr. Lynne Panega","lynn panega",2014,NA,NA
"il08099","il","1721840","Lake Park Chsd 108","Dr. Lynn Panega","lynn panega",2017,NA,NA
"il08100","il","1721840","Lake Park Chsd 108","Dr. Lynn Panega","lynn panega",2018,NA,NA
"il08101","il","1721840","Lake Park Chsd 108","Dr. Lynn Panega","lynn panega",2019,NA,NA
"il08102","il","1721840","Lake Park Chsd 108","Dr. Lynn Panega","lynn panega",2020,NA,NA
"il08103","il","1721840","Lake Park Chsd 108","Dr. Jeff Feucht","jeff feucht",2021,NA,NA
"il08104","il","1721840","Lake Park Chsd 108","Dr. Michael Wojtowicz","michael wojtowicz",2022,NA,NA
"il08105","il","1721840","Lake Park Chsd 108","Dr. Michael Wojtowicz","michael wojtowicz",2023,NA,NA
"il08106","il","1721870","Lake Villa C C School Dist 41","DR MICHAEL ANDERSON ","michael anderson",2003,NA,NA
"il08107","il","1721870","Lake Villa C C School Dist 41","DR MICHAEL ANDERSON ","michael anderson",2004,NA,NA
"il08108","il","1721870","Lake Villa C C School Dist 41","DR MICHAEL ANDERSON ","michael anderson",2005,NA,NA
"il08109","il","1721870","Lake Villa Ccsd 41","DR JOHN VANPELT","john vanpelt",2006,NA,NA
"il08110","il","1721870","Lake Villa Ccsd 41","Dr John Vanpelt","john vanpelt",2007,NA,NA
"il08111","il","1721870","Lake Villa Ccsd 41","Dr John Vanpelt","john vanpelt",2008,NA,NA
"il08112","il","1721870","Lake Villa Ccsd 41","Dr. John Vanpelt","john vanpelt",2009,NA,NA
"il08113","il","1721870","Lake Villa Ccsd 41","Dr. John Vanpelt","john vanpelt",2010,NA,NA
"il08114","il","1721870","Lake Villa Ccsd 41","Dr. John Vanpelt","john vanpelt",2011,NA,NA
"il08115","il","1721870","Lake Villa Ccsd 41","Dr. John Vanpelt","john vanpelt",2012,NA,NA
"il08116","il","1721870","Lake Villa Ccsd 41","Dr. John Vanpelt","john vanpelt",2013,NA,NA
"il08117","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2014,NA,NA
"il08118","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2017,NA,NA
"il08119","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2018,NA,NA
"il08120","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2019,NA,NA
"il08121","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2020,NA,NA
"il08122","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2021,NA,NA
"il08123","il","1721870","Lake Villa Ccsd 41","Dr. Lynette Zimmer","lynette zimmer",2022,NA,NA
"il08124","il","1721870","Lake Villa Ccsd 41","Dr. Sandra KeimBounds","sandra keimbounds",2023,NA,NA
"il08125","il","1721900","Lake Zurich C U Sch Dist 95","DR DON GOSSETT ","don gossett",2003,NA,NA
"il08126","il","1721900","Lake Zurich C U Sch Dist 95","DR BRIAN G KNUTSON ","brian knutson",2004,NA,NA
"il08127","il","1721900","Lake Zurich C U Sch Dist 95","DR BRIAN G KNUTSON ","brian knutson",2005,NA,NA
"il08128","il","1721900","Lake Zurich Cusd 95","DR BRIAN G KNUTSON","brian knutson",2006,NA,NA
"il08129","il","1721900","Lake Zurich Cusd 95","Dr Brian G Knutson","brian knutson",2007,NA,NA
"il08130","il","1721900","Lake Zurich Cusd 95","Dr Brian G Knutson","brian knutson",2008,NA,NA
"il08131","il","1721900","Lake Zurich Cusd 95","Dr. Michael Egan","michael egan",2009,NA,NA
"il08132","il","1721900","Lake Zurich Cusd 95","Dr. Michael Egan","michael egan",2010,NA,NA
"il08133","il","1721900","Lake Zurich Cusd 95","Dr. Michael Egan","michael egan",2011,NA,NA
"il08134","il","1721900","Lake Zurich Cusd 95","Dr. Michael Egan","michael egan",2012,NA,NA
"il08135","il","1721900","Lake Zurich Cusd 95","Dr. Michael Egan","michael egan",2013,NA,NA
"il08136","il","1721900","Lake Zurich Cusd 95","Dr. Michael Egan","michael egan",2014,NA,NA
"il08137","il","1721900","Lake Zurich Cusd 95","Dr. Kaine Osburn","kaine osburn",2017,NA,NA
"il08138","il","1721900","Lake Zurich Cusd 95","Dr. Kaine Osburn","kaine osburn",2018,NA,NA
"il08139","il","1721900","Lake Zurich Cusd 95","Dr. Kelley Gallt","kelley gallt",2019,NA,NA
"il08140","il","1721900","Lake Zurich Cusd 95","Dr. Kelley Gallt","kelley gallt",2020,NA,NA
"il08141","il","1721900","Lake Zurich Cusd 95","Dr. Kelley Gallt","kelley gallt",2021,NA,NA
"il08142","il","1721900","Lake Zurich Cusd 95","Dr. Kelley Gallt","kelley gallt",2022,NA,NA
"il08143","il","1721900","Lake Zurich Cusd 95","Dr. Kelley Gallt","kelley gallt",2023,NA,NA
"il08144","il","1722020","Lansing School District 158","VERONDA S COTTLE ","veronda cottle",2003,NA,NA
"il08145","il","1722020","Lansing School District 158","VERONDA S COTTLE ","veronda cottle",2004,NA,NA
"il08146","il","1722020","Lansing School District 158","VERONDA S COTTLE ","veronda cottle",2005,NA,NA
"il08147","il","1722020","Lansing Sd 158","VERONDA S COTTLE","veronda cottle",2006,NA,NA
"il08148","il","1722020","Lansing Sd 158","Veronda S Cottle","veronda cottle",2007,NA,NA
"il08149","il","1722020","Lansing Sd 158","Veronda S Cottle","veronda cottle",2008,NA,NA
"il08150","il","1722020","Lansing Sd 158","Cecilia Heiberger","cecilia heiberger",2009,NA,NA
"il08151","il","1722020","Lansing Sd 158","Cecilia Heiberger","cecilia heiberger",2010,NA,NA
"il08152","il","1722020","Lansing Sd 158","Cecilia Heiberger","cecilia heiberger",2011,NA,NA
"il08153","il","1722020","Lansing Sd 158","Cecilia Heiberger","cecilia heiberger",2012,NA,NA
"il08154","il","1722020","Lansing Sd 158","Cecilia Heiberger","cecilia heiberger",2013,NA,NA
"il08155","il","1722020","Lansing Sd 158","Cecilia Heiberger","cecilia heiberger",2014,NA,NA
"il08156","il","1722020","Lansing Sd 158","Dr. Cecilia Heiberger","cecilia heiberger",2017,NA,NA
"il08157","il","1722020","Lansing Sd 158","Mr. Nathan S Schilling","nathan schilling",2018,NA,NA
"il08158","il","1722020","Lansing Sd 158","Dr. Nathan Schilling","nathan schilling",2019,NA,NA
"il08159","il","1722020","Lansing Sd 158","Dr. Nathan Schilling","nathan schilling",2020,NA,NA
"il08160","il","1722020","Lansing Sd 158","Dr. Nathan Schilling","nathan schilling",2021,NA,NA
"il08161","il","1722020","Lansing Sd 158","Dr. Nathan Schilling","nathan schilling",2022,NA,NA
"il08162","il","1722020","Lansing Sd 158","Dr. Nathan Schilling","nathan schilling",2023,NA,NA
"il08163","il","1722050","Laraway C C School Dist 70c","AL GEGENHEIMER ","al gegenheimer",2003,NA,NA
"il08164","il","1722050","Laraway C C School Dist 70c","DOUGLAS GORDON HESBOL ","douglas hesbol",2004,NA,NA
"il08165","il","1722050","Laraway C C School Dist 70c","DOUGLAS GORDON HESBOL ","douglas hesbol",2005,NA,NA
"il08166","il","1722050","Laraway Ccsd 70c","DR DOUGLAS G HESBOL","douglas hesbol",2006,NA,NA
"il08167","il","1722050","Laraway Ccsd 70c","Dr Douglas G Hesbol","douglas hesbol",2007,NA,NA
"il08168","il","1722050","Laraway Ccsd 70c","Dr Douglas G Hesbol","douglas hesbol",2008,NA,NA
"il08169","il","1722050","Laraway Ccsd 70c","Dr. Douglas G Hesbol","douglas hesbol",2009,NA,NA
"il08170","il","1722050","Laraway Ccsd 70c","Dr. Douglas G Hesbol","douglas hesbol",2010,NA,NA
"il08171","il","1722050","Laraway Ccsd 70c","Dr. Gary Bradbury","gary bradbury",2011,NA,NA
"il08172","il","1722050","Laraway Ccsd 70c","Dr. Gary Bradbury","gary bradbury",2012,NA,NA
"il08173","il","1722050","Laraway Ccsd 70c","Dr. Gary Bradbury","gary bradbury",2013,NA,NA
"il08174","il","1722050","Laraway Ccsd 70c","Mr. Joseph Salmieri","joseph salmieri",2014,NA,NA
"il08175","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2017,NA,NA
"il08176","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2018,NA,NA
"il08177","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2019,NA,NA
"il08178","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2020,NA,NA
"il08179","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2021,NA,NA
"il08180","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2022,NA,NA
"il08181","il","1722050","Laraway Ccsd 70c","Dr. Joseph Salmieri","joseph salmieri",2023,NA,NA
"il08182","il","1722080","La Salle Elem School Dist 122","DR JOAN MCGUIRE ","joan mcguire",2004,NA,NA
"il08183","il","1722080","La Salle Elem School Dist 122","DR JOAN MCGUIRE ","joan mcguire",2005,NA,NA
"il08184","il","1722080","La Salle Esd 122","DR JOAN MCGUIRE","joan mcguire",2006,NA,NA
"il08185","il","1722080","La Salle Esd 122","Dr Joan McGuire","joan mcguire",2007,NA,NA
"il08186","il","1722080","La Salle Esd 122","Dr Joan McGuire","joan mcguire",2008,NA,NA
"il08187","il","1722080","La Salle Esd 122","Mr. Daniel F Marenda","daniel marenda",2009,NA,NA
"il08188","il","1722080","La Salle Esd 122","Mr. Daniel F Marenda","daniel marenda",2010,NA,NA
"il08189","il","1722080","La Salle Esd 122","Mr. Daniel F Marenda","daniel marenda",2011,NA,NA
"il08190","il","1722080","La Salle Esd 122","Mr. Daniel F Marenda","daniel marenda",2012,NA,NA
"il08191","il","1722080","La Salle Esd 122","Mr. Daniel F Marenda","daniel marenda",2013,NA,NA
"il08192","il","1722080","La Salle Esd 122","Mr. Daniel F Marenda","daniel marenda",2014,NA,NA
"il08193","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2017,NA,NA
"il08194","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2018,NA,NA
"il08195","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2019,NA,NA
"il08196","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2020,NA,NA
"il08197","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2021,NA,NA
"il08198","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2022,NA,NA
"il08199","il","1722080","La Salle Esd 122","Mr. Brian DeBernardi","brian debernardi",2023,NA,NA
"il08200","il","1722110","La Salle-Peru Twp H S D 120","DR DANIEL R SCHWEERS ","daniel schweers",2003,NA,NA
"il08201","il","1722110","La Salle-Peru Twp H S D 120","MICHAEL B CLINCH ","michael clinch",2004,NA,NA
"il08202","il","1722110","La Salle-Peru Twp H S D 120","DR CRAIG A CARTER ","craig carter",2005,NA,NA
"il08203","il","1722110","La Salle-Peru Twp Hsd 120","DR CRAIG A CARTER","craig carter",2006,NA,NA
"il08204","il","1722110","La Salle-Peru Twp Hsd 120","Dr Craig A Carter","craig carter",2007,NA,NA
"il08205","il","1722110","La Salle-Peru Twp Hsd 120","Dr Craig A Carter","craig carter",2008,NA,NA
"il08206","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Craig A Carter","craig carter",2009,NA,NA
"il08207","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Craig A Carter","craig carter",2010,NA,NA
"il08208","il","1722110","La Salle-Peru Twp Hsd 120","Mr. Steven R Wrobleski","steven wrobleski",2011,NA,NA
"il08209","il","1722110","La Salle-Peru Twp Hsd 120","Mr. Steven R Wrobleski","steven wrobleski",2012,NA,NA
"il08210","il","1722110","La Salle-Peru Twp Hsd 120","Mr. Steven R Wrobleski","steven wrobleski",2013,NA,NA
"il08211","il","1722110","La Salle-Peru Twp Hsd 120","Mr. Steven R Wrobleski","steven wrobleski",2014,NA,NA
"il08212","il","1722110","La Salle-Peru Twp Hsd 120","Mr. Steven R Wrobleski","steven wrobleski",2017,NA,NA
"il08213","il","1722110","La Salle-Peru Twp Hsd 120","Mr. Steven R Wrobleski","steven wrobleski",2018,NA,NA
"il08214","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Steven R Wrobleski","steven wrobleski",2019,NA,NA
"il08215","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Steven R Wrobleski","steven wrobleski",2020,NA,NA
"il08216","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Steven R Wrobleski","steven wrobleski",2021,NA,NA
"il08217","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Steven R Wrobleski","steven wrobleski",2022,NA,NA
"il08218","il","1722110","La Salle-Peru Twp Hsd 120","Dr. Steven R Wrobleski","steven wrobleski",2023,NA,NA
"il08219","il","1722130","Red Hill C U School Dist 10","MICHAEL P MAUZY JR ","michael mauzy jr",2003,NA,NA
"il08220","il","1722130","Red Hill C U School Dist 10","MICHAEL P MAUZY JR ","michael mauzy jr",2004,NA,NA
"il08221","il","1722130","Red Hill C U School Dist 10","MICHAEL P MAUZY JR ","michael mauzy jr",2005,NA,NA
"il08222","il","1722130","Red Hill Cusd 10","MICHAEL P MAUZY JR","michael mauzy jr",2006,NA,NA
"il08223","il","1722130","Red Hill Cusd 10","Dennis Kimmel","dennis kimmel",2007,NA,NA
"il08224","il","1722130","Red Hill Cusd 10","Dennis Kimmel","dennis kimmel",2008,NA,NA
"il08225","il","1722130","Red Hill Cusd 10","Matthew Seaton","matthew seaton",2009,NA,NA
"il08226","il","1722130","Red Hill Cusd 10","Mr. Matthew Seaton","matthew seaton",2010,NA,NA
"il08227","il","1722130","Red Hill Cusd 10","Mr. Matthew Seaton","matthew seaton",2011,NA,NA
"il08228","il","1722130","Red Hill Cusd 10","Mr. Matthew Seaton","matthew seaton",2012,NA,NA
"il08229","il","1722130","Red Hill Cusd 10","Mrs. Deana L Brashear","deana brashear",2013,NA,NA
"il08230","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2014,NA,NA
"il08231","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2017,NA,NA
"il08232","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2018,NA,NA
"il08233","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2019,NA,NA
"il08234","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2020,NA,NA
"il08235","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2021,NA,NA
"il08236","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2022,NA,NA
"il08237","il","1722130","Red Hill Cusd 10","Mr. Jakie Walker","jakie walker",2023,NA,NA
"il08238","il","1722150","Lawrence County Cud 20","MICHAEL S SUTTON","michael sutton",2006,NA,NA
"il08239","il","1722150","Lawrence County Cud 20","Michael S Sutton","michael sutton",2007,NA,NA
"il08240","il","1722150","Lawrence County Cud 20","Charles T Stegall","charles stegall",2008,NA,NA
"il08241","il","1722150","Lawrence County Cud 20","Charles T Stegall","charles stegall",2009,NA,NA
"il08242","il","1722150","Lawrence County Cud 20","Charles T Stegall","charles stegall",2010,NA,NA
"il08243","il","1722150","Lawrence County Cud 20","Charles T Stegall","charles stegall",2011,NA,NA
"il08244","il","1722150","Lawrence County Cud 20","Charles T Stegall","charles stegall",2012,NA,NA
"il08245","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2013,NA,NA
"il08246","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2014,NA,NA
"il08247","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2017,NA,NA
"il08248","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2018,NA,NA
"il08249","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2019,NA,NA
"il08250","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2020,NA,NA
"il08251","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2021,NA,NA
"il08252","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2022,NA,NA
"il08253","il","1722150","Lawrence County Cud 20","Mr. Doug Daugherty","doug daugherty",2023,NA,NA
"il08254","il","1722300","Lebanon Comm Unit Sch Dist 9","DEAN BREWER ","dean brewer",2003,NA,NA
"il08255","il","1722300","Lebanon Comm Unit Sch Dist 9","HARRY CAVANAUGH ","harry cavanaugh",2004,NA,NA
"il08256","il","1722300","Lebanon Comm Unit Sch Dist 9","HARRY CAVANAUGH ","harry cavanaugh",2005,NA,NA
"il08257","il","1722300","Lebanon Cusd 9","HARRY CAVANAUGH","harry cavanaugh",2006,NA,NA
"il08258","il","1722300","Lebanon Cusd 9","Harry Cavanaugh","harry cavanaugh",2007,NA,NA
"il08259","il","1722300","Lebanon Cusd 9","Harry Cavanaugh","harry cavanaugh",2008,NA,NA
"il08260","il","1722300","Lebanon Cusd 9","Harry Cavanaugh","harry cavanaugh",2009,NA,NA
"il08261","il","1722300","Lebanon Cusd 9","Dr. Karen Buehler","karen buehler",2010,NA,NA
"il08262","il","1722300","Lebanon Cusd 9","Dr. Karen Buehler","karen buehler",2011,NA,NA
"il08263","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2012,NA,NA
"il08264","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2013,NA,NA
"il08265","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2014,NA,NA
"il08266","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2017,NA,NA
"il08267","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2018,NA,NA
"il08268","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2019,NA,NA
"il08269","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2020,NA,NA
"il08270","il","1722300","Lebanon Cusd 9","Mr. Patrick Keeney","patrick keeney",2021,NA,NA
"il08271","il","1722300","Lebanon Cusd 9","Dr. Amanda Ganey","amanda ganey",2022,NA,NA
"il08272","il","1722300","Lebanon Cusd 9","Dr. Amanda Ganey","amanda ganey",2023,NA,NA
"il08273","il","1722350","Paw Paw Comm Unit Sch Dist 271","DR CHARLES MCCHESNEY ","charles mcchesney",2004,NA,NA
"il08274","il","1722350","Paw Paw Comm Unit Sch Dist 271","ROBERT PRIEST ","robert priest",2005,NA,NA
"il08275","il","1722350","Paw Paw Cusd 271","ROBERT PRIEST","robert priest",2006,NA,NA
"il08276","il","1722350","Paw Paw Cusd 271","Robert Priest","robert priest",2007,NA,NA
"il08277","il","1722350","Paw Paw Cusd 271","Robert Priest","robert priest",2008,NA,NA
"il08278","il","1722350","Paw Paw Cusd 271","Robert Priest","robert priest",2009,NA,NA
"il08279","il","1722350","Paw Paw Cusd 271","Mr. Robert Priest","robert priest",2010,NA,NA
"il08280","il","1722350","Paw Paw Cusd 271","Mr. Robert Priest","robert priest",2011,NA,NA
"il08281","il","1722350","Paw Paw Cusd 271","Mr. Chuck Schneider","chuck schneider",2012,NA,NA
"il08282","il","1722350","Paw Paw Cusd 271","Mr. Robert M Priest","robert priest",2013,NA,NA
"il08283","il","1722350","Paw Paw Cusd 271","Mr. Stan A Adcock","stan adcock",2014,NA,NA
"il08284","il","1722350","Paw Paw Cusd 271","Mr. Stan A Adcock","stan adcock",2017,NA,NA
"il08285","il","1722350","Paw Paw Cusd 271","Mr. Stan A Adcock","stan adcock",2018,NA,NA
"il08286","il","1722350","Paw Paw Cusd 271","Mr. Steven Epperson","steven epperson",2019,NA,NA
"il08287","il","1722350","Paw Paw Cusd 271","Mr. Steven Epperson","steven epperson",2020,NA,NA
"il08288","il","1722350","Paw Paw Cusd 271","Dr. Steven Epperson","steven epperson",2021,NA,NA
"il08289","il","1722350","Paw Paw Cusd 271","Jennifer Warrenfeltz","jennifer warrenfeltz",2022,NA,NA
"il08290","il","1722350","Paw Paw Cusd 271","Jennifer Warrenfeltz","jennifer warrenfeltz",2023,NA,NA
"il08291","il","1722500","Lemont Twp H S Dist 210","SANDRA L DOEBERT ","sandra doebert",2003,NA,NA
"il08292","il","1722500","Lemont Twp H S Dist 210","DR SANDRA L DOEBERT ","sandra doebert",2004,NA,NA
"il08293","il","1722500","Lemont Twp H S Dist 210","DR SANDRA L DOEBERT ","sandra doebert",2005,NA,NA
"il08294","il","1722500","Lemont Twp Hsd 210","DR SANDRA L DOEBERT","sandra doebert",2006,NA,NA
"il08295","il","1722500","Lemont Twp Hsd 210","Dr Sandra L Doebert","sandra doebert",2007,NA,NA
"il08296","il","1722500","Lemont Twp Hsd 210","Dr Sandra L Doebert","sandra doebert",2008,NA,NA
"il08297","il","1722500","Lemont Twp Hsd 210","Dr. Sandra L Doebert","sandra doebert",2009,NA,NA
"il08298","il","1722500","Lemont Twp Hsd 210","Dr. Sandra L Doebert","sandra doebert",2010,NA,NA
"il08299","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2011,NA,NA
"il08300","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2012,NA,NA
"il08301","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2013,NA,NA
"il08302","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2014,NA,NA
"il08303","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2017,NA,NA
"il08304","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2018,NA,NA
"il08305","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2019,NA,NA
"il08306","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2020,NA,NA
"il08307","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2021,NA,NA
"il08308","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2022,NA,NA
"il08309","il","1722500","Lemont Twp Hsd 210","Dr. Mary Ticknor","mary ticknor",2023,NA,NA
"il08310","il","1722530","Lena Winslow C U Sch Dist 202","JOHN R KELLEY ","john kelley",2003,NA,NA
"il08311","il","1722530","Lena Winslow C U Sch Dist 202","JOHN R KELLEY ","john kelley",2004,NA,NA
"il08312","il","1722530","Lena Winslow C U Sch Dist 202","JOHN R KELLEY ","john kelley",2005,NA,NA
"il08313","il","1722530","Lena Winslow Cusd 202","JOHN R KELLEY","john kelley",2006,NA,NA
"il08314","il","1722530","Lena Winslow Cusd 202","Jane E Michael","jane michael",2007,NA,NA
"il08315","il","1722530","Lena Winslow Cusd 202","Jane E Michael","jane michael",2008,NA,NA
"il08316","il","1722530","Lena Winslow Cusd 202","Jane E Michael","jane michael",2009,NA,NA
"il08317","il","1722530","Lena Winslow Cusd 202","Jane E Michael","jane michael",2010,NA,NA
"il08318","il","1722530","Lena Winslow Cusd 202","Jane E Michael","jane michael",2011,NA,NA
"il08319","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2012,NA,NA
"il08320","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2013,NA,NA
"il08321","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2014,NA,NA
"il08322","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2017,NA,NA
"il08323","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2018,NA,NA
"il08324","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2019,NA,NA
"il08325","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2020,NA,NA
"il08326","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2021,NA,NA
"il08327","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2022,NA,NA
"il08328","il","1722530","Lena Winslow Cusd 202","Dr. Thomas R Chiles","thomas chiles",2023,NA,NA
"il08329","il","1722620","Leroy Cusd 2","EDGAR A COLLER","edgar coller",2006,NA,NA
"il08330","il","1722620","Leroy Cusd 2","Gary R Tipsord","gary tipsord",2007,NA,NA
"il08331","il","1722620","Leroy Cusd 2","Gary R Tipsord","gary tipsord",2008,NA,NA
