"id","state","leaid","leaid_name","name_raw","name_clean","year","charter","salary"
"ar00001","ar","0500001","Dewitt School District","WAYMAN, ROY G.","roy wayman",2007,"No charter schools",NA
"ar00002","ar","0500001","Dewitt School District","WAYMAN, ROY G.","roy wayman",2008,"No charter schools",NA
"ar00003","ar","0500001","Dewitt School District","WAYMAN, ROY G.","roy wayman",2009,"No charter schools",NA
"ar00004","ar","0500001","Dewitt School District","WAYMAN, ROY G.","roy wayman",2010,"No charter schools",NA
"ar00005","ar","0500001","Dewitt School District","WAYMAN, ROY G.","roy wayman",2011,"No charter schools",NA
"ar00006","ar","0500001","Dewitt School District","WAYMAN, ROY G.","roy wayman",2012,"No charter schools",NA
"ar00007","ar","0500001","Dewitt School District","Dardenne, Wanda L.","wanda dardenne",2013,"No charter schools",NA
"ar00008","ar","0500001","Dewitt School District","Dardenne, Wanda L.","wanda dardenne",2014,"No charter schools",NA
"ar00009","ar","0500001","Dewitt School District","Dardenne, Wanda L.","wanda dardenne",2016,"No charter schools",NA
"ar00010","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2017,"No charter schools",NA
"ar00011","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2018,"No charter schools",NA
"ar00012","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2019,"No charter schools",NA
"ar00013","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2020,"No charter schools",NA
"ar00014","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2021,"No charter schools",NA
"ar00015","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2022,"No charter schools",NA
"ar00016","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2023,"No charter schools",NA
"ar00017","ar","0500001","Dewitt School District","Hill, Nick B.","nick hill",2024,"No charter schools",NA
"ar00018","ar","0500006","Warren School District","TOLBERT, ANDREW","andrew tolbert",2007,"No charter schools",NA
"ar00019","ar","0500006","Warren School District","TOLBERT, ANDREW","andrew tolbert",2008,"No charter schools",NA
"ar00020","ar","0500006","Warren School District","TOLBERT, ANDREW","andrew tolbert",2009,"No charter schools",NA
"ar00021","ar","0500006","Warren School District","TOLBERT, ANDREW","andrew tolbert",2010,"No charter schools",NA
"ar00022","ar","0500006","Warren School District","TOLBERT, ANDREW","andrew tolbert",2011,"No charter schools",NA
"ar00023","ar","0500006","Warren School District","TOLBERT, ANDREW","andrew tolbert",2012,"Some charter schools",NA
"ar00024","ar","0500006","Warren School District","JOHNSON, MARILYN","marilyn johnson",2013,"Some charter schools",NA
"ar00025","ar","0500006","Warren School District","ACKLIN, BOBBY J.","bobby acklin",2014,"Some charter schools",NA
"ar00026","ar","0500006","Warren School District","CORNISH, BRYAN","roger cornish",2016,"Some charter schools",NA
"ar00027","ar","0500006","Warren School District","CORNISH, BRYAN","roger cornish",2017,"Some charter schools",NA
"ar00028","ar","0500006","Warren School District","CORNISH, BRYAN","roger cornish",2018,"Some charter schools",NA
"ar00029","ar","0500006","Warren School District","CORNISH, BRYAN","roger cornish",2019,"Some charter schools",NA
"ar00030","ar","0500006","Warren School District","CORNISH, BRYAN","roger cornish",2020,"Some charter schools",NA
"ar00031","ar","0500006","Warren School District","CORNISH, BRYAN","roger cornish",2021,"Some charter schools",NA
"ar00032","ar","0500006","Warren School District","CORNISH, ROGER","roger cornish",2022,"Some charter schools",NA
"ar00033","ar","0500006","Warren School District","CORNISH, ROGER","roger cornish",2023,"Some charter schools",NA
"ar00034","ar","0500006","Warren School District","CORNISH, ROGER","roger cornish",2024,"Some charter schools",NA
"ar00035","ar","0500009","Corning School District","EDINGTON, III, JOHN","john edington",2007,"No charter schools",NA
"ar00036","ar","0500009","Corning School District","EDINGTON, JOHN","john edington",2008,"No charter schools",NA
"ar00037","ar","0500009","Corning School District","EDINGTON, JOHN","john edington",2009,"No charter schools",NA
"ar00038","ar","0500009","Corning School District","EDINGTON, JOHN","john edington",2010,"No charter schools",NA
"ar00039","ar","0500009","Corning School District","SMITH, KELLEE","kellee smith",2011,"No charter schools",NA
"ar00040","ar","0500009","Corning School District","SMITH, KELLEE","kellee smith",2012,"No charter schools",NA
"ar00041","ar","0500009","Corning School District","Smith, Kellee  .","kellee smith",2013,"No charter schools",NA
"ar00042","ar","0500009","Corning School District","Smith, Kellee","kellee smith",2014,"No charter schools",NA
"ar00043","ar","0500009","Corning School District","Smith, Kellee","kellee smith",2016,"No charter schools",NA
"ar00044","ar","0500009","Corning School District","Smith, Kellee","kellee smith",2017,"No charter schools",NA
"ar00045","ar","0500009","Corning School District","Smith, Kellee","kellee smith",2018,"No charter schools",NA
"ar00046","ar","0500009","Corning School District","Smith, Kellee","kellee smith",2019,"No charter schools",NA
"ar00047","ar","0500009","Corning School District","Woolard, Jennifer","jennifer woolard",2020,"No charter schools",NA
"ar00048","ar","0500009","Corning School District","Woolard, Jennifer","jennifer woolard",2021,"No charter schools",NA
"ar00049","ar","0500009","Corning School District","Woolard, Jennifer","jennifer woolard",2022,"No charter schools",NA
"ar00050","ar","0500009","Corning School District","Woolard, Jennifer","jennifer woolard",2023,"No charter schools",NA
"ar00051","ar","0500009","Corning School District","Woolard, Jennifer","jennifer woolard",2024,"No charter schools",NA
"ar00052","ar","0500012","Riverside School District","KNIGHT, REUBEN T.","tommy knight",2007,"No charter schools",NA
"ar00053","ar","0500012","Riverside School District","KNIGHT, REUBEN T.","tommy knight",2008,"No charter schools",NA
"ar00054","ar","0500012","Riverside School District","KNIGHT, REUBEN T.","tommy knight",2009,"No charter schools",NA
"ar00055","ar","0500012","Riverside School District","KNIGHT, REUBEN T.","tommy knight",2010,"No charter schools",NA
"ar00056","ar","0500012","Riverside School District","KNIGHT, TOMMY","tommy knight",2011,"No charter schools",NA
"ar00057","ar","0500012","Riverside School District","KNIGHT, TOMMY","tommy knight",2012,"No charter schools",NA
"ar00058","ar","0500012","Riverside School District","KNIGHT, TOMMY","tommy knight",2013,"No charter schools",NA
"ar00059","ar","0500012","Riverside School District","KNIGHT, TOMMY","tommy knight",2014,"No charter schools",NA
"ar00060","ar","0500012","Riverside School District","PRIEST, JEFF","jeffery priest",2016,"No charter schools",NA
"ar00061","ar","0500012","Riverside School District","PRIEST, JEFF","jeffery priest",2017,"No charter schools",NA
"ar00062","ar","0500012","Riverside School District","PRIEST, JEFF","jeffery priest",2018,"No charter schools",NA
"ar00063","ar","0500012","Riverside School District","PRIEST, JEFF","jeffery priest",2019,"No charter schools",NA
"ar00064","ar","0500012","Riverside School District","PRIEST, JEFF","jeffery priest",2020,"No charter schools",NA
"ar00065","ar","0500012","Riverside School District","PRIEST, JEFF","jeffery priest",2021,"No charter schools",NA
"ar00066","ar","0500012","Riverside School District","PRIEST, JEFFERY","jeffery priest",2022,"No charter schools",NA
"ar00067","ar","0500012","Riverside School District","PRIEST, JEFFERY","jeffery priest",2023,"No charter schools",NA
"ar00068","ar","0500012","Riverside School District","PRIEST, JEFFERY","jeffery priest",2024,"No charter schools",NA
"ar00069","ar","0500015","Sheridan School District","SPAINHOUR, DARREN S.","darren spainhour",2007,"No charter schools",NA
"ar00070","ar","0500015","Sheridan School District","HAYNES, BRENDA","brenda haynes",2008,"No charter schools",NA
"ar00071","ar","0500015","Sheridan School District","HAYNES, BRENDA","brenda haynes",2009,"No charter schools",NA
"ar00072","ar","0500015","Sheridan School District","HAYNES, BRENDA","brenda haynes",2010,"No charter schools",NA
"ar00073","ar","0500015","Sheridan School District","HAYNES, BRENDA","brenda haynes",2011,"No charter schools",NA
"ar00074","ar","0500015","Sheridan School District","HAYNES, BRENDA","brenda haynes",2012,"No charter schools",NA
"ar00075","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2013,"No charter schools",NA
"ar00076","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2014,"No charter schools",NA
"ar00077","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2016,"No charter schools",NA
"ar00078","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2017,"No charter schools",NA
"ar00079","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2018,"No charter schools",NA
"ar00080","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2019,"No charter schools",NA
"ar00081","ar","0500015","Sheridan School District","WILLIAMS, JERROD K.","jerrod williams",2020,"No charter schools",NA
"ar00082","ar","0500015","Sheridan School District","Neathery, Karla","karla neathery",2021,"No charter schools",NA
"ar00083","ar","0500015","Sheridan School District","Neathery, Karla","karla neathery",2022,"No charter schools",NA
"ar00084","ar","0500015","Sheridan School District","Pitts, Jonathan C.","jonathan pitts",2023,"No charter schools",NA
"ar00085","ar","0500015","Sheridan School District","Pitts, Jonathan C.","jonathan pitts",2024,"No charter schools",NA
"ar00086","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2007,"No charter schools",NA
"ar00087","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2008,"No charter schools",NA
"ar00088","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2009,"No charter schools",NA
"ar00089","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2010,"No charter schools",NA
"ar00090","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2011,"No charter schools",NA
"ar00091","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2012,"No charter schools",NA
"ar00092","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2013,"No charter schools",NA
"ar00093","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2014,"No charter schools",NA
"ar00094","ar","0500016","Marmaduke School District","GARDNER, TIM K.","tim gardner",2016,"No charter schools",NA
"ar00095","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2017,"No charter schools",NA
"ar00096","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2018,"No charter schools",NA
"ar00097","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2019,"No charter schools",NA
"ar00098","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2020,"No charter schools",NA
"ar00099","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2021,"No charter schools",NA
"ar00100","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2022,"No charter schools",NA
"ar00101","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2023,"No charter schools",NA
"ar00102","ar","0500016","Marmaduke School District","Richey, Charles K.","charles richey",2024,"No charter schools",NA
"ar00103","ar","0500017","Paragould School District","HOSMAN, AARON D.","aaron hosman",2007,"No charter schools",NA
"ar00104","ar","0500017","Paragould School District","HOSMAN, AARON D.","aaron hosman",2008,"Some charter schools",NA
"ar00105","ar","0500017","Paragould School District","HOSMAN, AARON D.","aaron hosman",2009,"Some charter schools",NA
"ar00106","ar","0500017","Paragould School District","HOSMAN, AARON D.","aaron hosman",2010,"Some charter schools",NA
"ar00107","ar","0500017","Paragould School District","SMITH, DEBORAH L.","deborah smith",2011,"Some charter schools",NA
"ar00108","ar","0500017","Paragould School District","SMITH, DEBORAH L.","deborah smith",2012,"Some charter schools",NA
"ar00109","ar","0500017","Paragould School District","SMITH, DEBORAH L.","deborah smith",2013,"Some charter schools",NA
"ar00110","ar","0500017","Paragould School District","SMITH, DEBORAH L.","deborah smith",2014,"No charter schools",NA
"ar00111","ar","0500017","Paragould School District","SMITH, DEBORAH L.","deborah smith",2016,"No charter schools",NA
"ar00112","ar","0500017","Paragould School District","SMITH, DEBORAH L.","deborah smith",2017,"No charter schools",NA
"ar00113","ar","0500017","Paragould School District","SMITH, DEBORAH","deborah smith",2018,"No charter schools",NA
"ar00114","ar","0500017","Paragould School District","SMITH, DEBORAH","deborah smith",2019,"No charter schools",NA
"ar00115","ar","0500017","Paragould School District","Jankoviak, Nicholas","nicholas jankoviak",2020,"No charter schools",NA
"ar00116","ar","0500017","Paragould School District","Jankoviak, Nicholas","nicholas jankoviak",2021,"No charter schools",NA
"ar00117","ar","0500017","Paragould School District","Jankoviak, Nicholas","nicholas jankoviak",2022,"No charter schools",NA
"ar00118","ar","0500017","Paragould School District","Jankoviak, Nicholas","nicholas jankoviak",2023,"No charter schools",NA
"ar00119","ar","0500017","Paragould School District","Jankoviak, Nicholas","nicholas jankoviak",2024,"No charter schools",NA
"ar00120","ar","0500019","Batesville School District","HALL, TED W.","ted hall",2007,"No charter schools",NA
"ar00121","ar","0500019","Batesville School District","HALL, TED W.","ted hall",2008,"No charter schools",NA
"ar00122","ar","0500019","Batesville School District","HALL, TED W.","ted hall",2009,"No charter schools",NA
"ar00123","ar","0500019","Batesville School District","WILLISON, RANDY W.","randy willison",2010,"No charter schools",NA
"ar00124","ar","0500019","Batesville School District","WILLISON, RANDY W.","randy willison",2011,"No charter schools",NA
"ar00125","ar","0500019","Batesville School District","WILLISON, RANDY W.","randy willison",2012,"No charter schools",NA
"ar00126","ar","0500019","Batesville School District","ANDERSON, GARY V.","gary anderson",2013,"No charter schools",NA
"ar00127","ar","0500019","Batesville School District","ANDERSON, GARY V.","gary anderson",2014,"No charter schools",NA
"ar00128","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2016,"No charter schools",NA
"ar00129","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2017,"No charter schools",NA
"ar00130","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2018,"No charter schools",NA
"ar00131","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2019,"No charter schools",NA
"ar00132","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2020,"No charter schools",NA
"ar00133","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2021,"No charter schools",NA
"ar00134","ar","0500019","Batesville School District","HESTER, MICHAEL L.","michael hester",2022,"No charter schools",NA
"ar00135","ar","0500019","Batesville School District","JAMES, TRUMAN K.","truman james",2023,"No charter schools",NA
"ar00136","ar","0500019","Batesville School District","JAMES, TRUMAN K.","truman james",2024,"No charter schools",NA
"ar00137","ar","0500020","Midland School District","STANLEY, DEAN","dean stanley",2008,"No charter schools",NA
"ar00138","ar","0500020","Midland School District","STANLEY, DEAN","dean stanley",2009,"No charter schools",NA
"ar00139","ar","0500020","Midland School District","STANLEY, DEAN","dean stanley",2010,"No charter schools",NA
"ar00140","ar","0500020","Midland School District","STANLEY, DEAN","dean stanley",2011,"No charter schools",NA
"ar00141","ar","0500020","Midland School District","STANLEY, DEAN","dean stanley",2012,"No charter schools",NA
"ar00142","ar","0500020","Midland School District","STANLEY, DEAN","dean stanley",2013,"No charter schools",NA
"ar00143","ar","0500020","Midland School District","WAMMACK, DEWAYNE","dewayne wammack",2014,"No charter schools",NA
"ar00144","ar","0500020","Midland School District","WAMMACK, DEWAYNE","dewayne wammack",2016,"No charter schools",NA
"ar00145","ar","0500020","Midland School District","WAMMACK, DEWAYNE","dewayne wammack",2017,"No charter schools",NA
"ar00146","ar","0500020","Midland School District","WAMMACK, DEWAYNE","dewayne wammack",2018,"No charter schools",NA
"ar00147","ar","0500020","Midland School District","Bryant, Bruce","bruce bryant",2019,"No charter schools",NA
"ar00148","ar","0500020","Midland School District","Bryant, Bruce","bruce bryant",2020,"No charter schools",NA
"ar00149","ar","0500020","Midland School District","Bryant, Bruce","bruce bryant",2021,"No charter schools",NA
"ar00150","ar","0500020","Midland School District","CROSBY, TOBY A.","toby crosby",2022,"No charter schools",NA
"ar00151","ar","0500020","Midland School District","CROSBY, TOBY A.","toby crosby",2023,"No charter schools",NA
"ar00152","ar","0500020","Midland School District","Crosby, Toby A.","toby crosby",2024,"No charter schools",NA
"ar00153","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2007,"No charter schools",NA
"ar00154","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2008,"No charter schools",NA
"ar00155","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2009,"No charter schools",NA
"ar00156","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2010,"No charter schools",NA
"ar00157","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2011,"No charter schools",NA
"ar00158","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2012,"No charter schools",NA
"ar00159","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2013,"No charter schools",NA
"ar00160","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2014,"No charter schools",NA
"ar00161","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2016,"No charter schools",NA
"ar00162","ar","0500021","Izard Co. Cons. School Dist.","WALKER, FRED G.","fred walker",2017,"No charter schools",NA
"ar00163","ar","0500021","Izard Co. Cons. School Dist.","Walker, Fred G.","fred walker",2018,"No charter schools",NA
"ar00164","ar","0500021","Izard Co. Cons. School Dist.","Walker, Fred G.","fred walker",2019,"No charter schools",NA
"ar00165","ar","0500021","Izard Co. Cons. School Dist.","Walker, Fred","fred walker",2020,"No charter schools",NA
"ar00166","ar","0500021","Izard County Consolidated School District","Walker, Fred","fred walker",2021,"No charter schools",NA
"ar00167","ar","0500021","Izard Co. Cons. School Dist.","Walker, Fred","fred walker",2022,"No charter schools",NA
"ar00168","ar","0500021","Izard County Consolidated School District","Walker, Fred","fred walker",2023,"No charter schools",NA
"ar00169","ar","0500021","Izard County Consolidated School District","Walker, Fred","fred walker",2024,"No charter schools",NA
"ar00170","ar","0500023","Newport School District","BROWN, JACK R.","jack brown",2007,"No charter schools",NA
"ar00171","ar","0500023","Newport School District","BROWN, JACK R.","jack brown",2008,"No charter schools",NA
"ar00172","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2009,"No charter schools",NA
"ar00173","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2010,"No charter schools",NA
"ar00174","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2011,"No charter schools",NA
"ar00175","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2012,"No charter schools",NA
"ar00176","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2013,"No charter schools",NA
"ar00177","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2014,"No charter schools",NA
"ar00178","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2016,"No charter schools",NA
"ar00179","ar","0500023","Newport School District","BENNETT, LARRY G.","larry bennett",2017,"No charter schools",NA
"ar00180","ar","0500023","Newport School District","James, Truman K.","truman james",2018,"No charter schools",NA
"ar00181","ar","0500023","Newport School District","Bunch, Brett L.","brett bunch",2019,"No charter schools",NA
"ar00182","ar","0500023","Newport School District","Bunch, Brett L.","brett bunch",2020,"No charter schools",NA
"ar00183","ar","0500023","Newport School District","Bradley, Jon E.","jon bradley",2021,"No charter schools",NA
"ar00184","ar","0500023","Newport School District","Bradley, Jon E.","jon bradley",2022,"No charter schools",NA
"ar00185","ar","0500023","Newport School District","Bradley, Jon E.","jon bradley",2023,"No charter schools",NA
"ar00186","ar","0500023","Newport School District","Bradley, Jon E.","jon bradley",2024,"No charter schools",NA
"ar00187","ar","0500026","Pine Bluff School District","ANTHONY, FRANK","frank anthony",2007,"No charter schools",NA
"ar00188","ar","0500026","Pine Bluff School District","ANTHONY, FRANK","frank anthony",2008,"No charter schools",NA
"ar00189","ar","0500026","Pine Bluff School District","ANTHONY, FRANK B.","frank anthony",2009,"No charter schools",NA
"ar00190","ar","0500026","Pine Bluff School District","ANTHONY, FRANK B.","frank anthony",2010,"No charter schools",NA
"ar00191","ar","0500026","Pine Bluff School District","WATSON, LINDA","linda watson",2011,"No charter schools",NA
"ar00192","ar","0500026","Pine Bluff School District","WATSON, LINDA","linda watson",2012,"No charter schools",NA
"ar00193","ar","0500026","Pine Bluff School District","WATSON, LINDA","linda watson",2013,"No charter schools",NA
"ar00194","ar","0500026","Pine Bluff School District","WALLACE, T C.","t wallace",2014,"No charter schools",NA
"ar00195","ar","0500026","Pine Bluff School District","ROBINSON, CLARENCE M.","clarence robinson",2016,"No charter schools",NA
"ar00196","ar","0500026","Pine Bluff School District","McMurray, Monica L.","monica mcmurray",2017,"No charter schools",NA
"ar00197","ar","0500026","Pine Bluff School District","Owoh, Jeremy","jeremy owoh",2018,"No charter schools",NA
"ar00198","ar","0500026","Pine Bluff School District","Warren, Barbara","barbara warren",2019,"No charter schools",NA
"ar00199","ar","0500026","Pine Bluff School District","Warren, Barbara","barbara warren",2020,"No charter schools",NA
"ar00200","ar","0500026","Pine Bluff School District","Warren, Barbara","barbara warren",2021,"No charter schools",NA
"ar00201","ar","0500026","Pine Bluff School District","Barbaree, Jennifer L.","jennifer barbaree",2022,"No charter schools",NA
"ar00202","ar","0500026","Pine Bluff School District","BARBAREE, JENNIFER L.","jennifer barbaree",2023,"No charter schools",NA
"ar00203","ar","0500026","Pine Bluff School District","BARBAREE, JENNIFER L.","jennifer barbaree",2024,"No charter schools",NA
"ar00204","ar","0500028","Star City School District","MULLIKIN, RHONDA G.","rhonda mullikin",2007,"No charter schools",NA
"ar00205","ar","0500028","Star City School District","MULLIKIN, RHONDA G.","rhonda mullikin",2008,"No charter schools",NA
"ar00206","ar","0500028","Star City School District","MULLIKIN, RHONDA G.","rhonda mullikin",2009,"No charter schools",NA
"ar00207","ar","0500028","Star City School District","LANEHART, SANDRA","sandra lanehart",2010,"No charter schools",NA
"ar00208","ar","0500028","Star City School District","MONTGOMERY, RICHARD","richard montgomery",2011,"No charter schools",NA
"ar00209","ar","0500028","Star City School District","MONTGOMERY, RICHARD","richard montgomery",2012,"No charter schools",NA
"ar00210","ar","0500028","Star City School District","MONTGOMERY, RICHARD  .","richard montgomery",2013,"No charter schools",NA
"ar00211","ar","0500028","Star City School District","MONTGOMERY, RICHARD","richard montgomery",2014,"No charter schools",NA
"ar00212","ar","0500028","Star City School District","LAFFOON, JON","jon laffoon",2016,"No charter schools",NA
"ar00213","ar","0500028","Star City School District","LAFFOON, JON","jon laffoon",2017,"No charter schools",NA
"ar00214","ar","0500028","Star City School District","LAFFOON, JON","jon laffoon",2018,"No charter schools",NA
"ar00215","ar","0500028","Star City School District","FRIZZELL, JORDAN","jordan frizzell",2019,"No charter schools",NA
"ar00216","ar","0500028","Star City School District","FRIZZELL, JORDAN","jordan frizzell",2020,"No charter schools",NA
"ar00217","ar","0500028","Star City School District","FRIZZELL, JORDAN","jordan frizzell",2021,"No charter schools",NA
"ar00218","ar","0500028","Star City School District","FRIZZELL, JORDAN","jordan frizzell",2022,"No charter schools",NA
"ar00219","ar","0500028","Star City School District","FRIZZELL, JORDAN","jordan frizzell",2023,"No charter schools",NA
"ar00220","ar","0500028","Star City School District","FRIZZELL, JORDAN","jordan frizzell",2024,"No charter schools",NA
"ar00221","ar","0500029","Gosnell School District","WILLIAMS, STANLEY R.","stanley williams",2007,"No charter schools",NA
"ar00222","ar","0500029","Gosnell School District","WILLIAMS, STANLEY R.","stanley williams",2008,"No charter schools",NA
"ar00223","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2009,"No charter schools",NA
"ar00224","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2010,"No charter schools",NA
"ar00225","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2011,"No charter schools",NA
"ar00226","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2012,"No charter schools",NA
"ar00227","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2013,"No charter schools",NA
"ar00228","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2014,"No charter schools",NA
"ar00229","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2016,"No charter schools",NA
"ar00230","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2017,"No charter schools",NA
"ar00231","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2018,"No charter schools",NA
"ar00232","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2019,"No charter schools",NA
"ar00233","ar","0500029","Gosnell School District","MACE, BONARD V.","bonard mace",2020,"No charter schools",NA
"ar00234","ar","0500029","Gosnell School District","WHITEHEAD, LEN A.","len whitehead",2021,"No charter schools",NA
"ar00235","ar","0500029","Gosnell School District","WHITEHEAD, LEN A.","len whitehead",2022,"No charter schools",NA
"ar00236","ar","0500029","Gosnell School District","WHITEHEAD, LEN A.","len whitehead",2023,"No charter schools",NA
"ar00237","ar","0500029","Gosnell School District","WHITEHEAD, LEN A.","len whitehead",2024,"No charter schools",NA
"ar00238","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2007,"No charter schools",NA
"ar00239","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2008,"No charter schools",NA
"ar00240","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2009,"No charter schools",NA
"ar00241","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2010,"No charter schools",NA
"ar00242","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2011,"No charter schools",NA
"ar00243","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2012,"No charter schools",NA
"ar00244","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2013,"No charter schools",NA
"ar00245","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2014,"No charter schools",NA
"ar00246","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2016,"No charter schools",NA
"ar00247","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2017,"No charter schools",NA
"ar00248","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2018,"No charter schools",NA
"ar00249","ar","0500030","Nevada School District","MCAFEE, RICHARD","richard mcafee",2019,"No charter schools",NA
"ar00250","ar","0500030","Nevada School District","McCoy, Roy","roy mccoy",2020,"No charter schools",NA
"ar00251","ar","0500030","Nevada School District","McCoy, Roy","roy mccoy",2021,"No charter schools",NA
"ar00252","ar","0500030","Nevada School District","McCoy, Roy","roy mccoy",2022,"No charter schools",NA
"ar00253","ar","0500030","Nevada School District","McCoy, Roy","roy mccoy",2023,"No charter schools",NA
"ar00254","ar","0500030","Nevada School District","McCoy, Roy","roy mccoy",2024,"No charter schools",NA
"ar00255","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2007,"No charter schools",NA
"ar00256","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2008,"No charter schools",NA
"ar00257","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2009,"No charter schools",NA
"ar00258","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2010,"No charter schools",NA
"ar00259","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2011,"No charter schools",NA
"ar00260","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2012,"No charter schools",NA
"ar00261","ar","0500032","Bearden School District","ROZENBERG, DENNY  .","denny rozenberg",2013,"No charter schools",NA
"ar00262","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2014,"No charter schools",NA
"ar00263","ar","0500032","Bearden School District","MCKELVIN, RENEE","renee mckelvin",2016,"No charter schools",NA
"ar00264","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2017,"No charter schools",NA
"ar00265","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2018,"No charter schools",NA
"ar00266","ar","0500032","Bearden School District","ROZENBERG, DENNY","denny rozenberg",2019,"No charter schools",NA
